account_id,credit_limit,sex,education,marriage,age,repay_status_1,repay_status_2,repay_status_3,repay_status_4,repay_status_5,repay_status_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_next_month,utilization,avg_utilization_6m,payment_ratio_6m,worst_delinquency_6m,avg_delinquency_6m,months_delinquent_6m,delinquency_trend,age_band,pd_score,lgd_assumption,ead,expected_loss,risk_band
3145,200000,2,3,3,47,3,2,-1,-1,4,3,329.66,74533.31,103315.81,44907.04,11760.89,2742.8,17259.52,18271.61,21097.31,10768.04,12166.74,16179.71,0,0.0016483,0.1979912583333333,0.4029762509295971,4,1.6666666666666667,4,-0.6666666666666667,46-55,0.4565347600166118,0.6,200000,54784.17120199341,Severe
4103,50000,1,1,2,41,3,4,0,-1,3,2,22946.57,16513.91,16338.22,27489.62,5833.46,8487.62,2296.41,2871.83,3200.26,4244.85,2820.01,4113.1,1,0.4589314,0.3253646666666666,0.2002518200091384,4,1.8333333333333333,4,1.0000000000000002,36-45,0.6079633806414861,0.6,50000,18238.901419244583,Severe
875,200000,1,4,1,52,1,-1,1,-1,1,-1,58145.98,38615.69,35971.08,78404.41,110916.37,46306.82,29246.93,8120.19,17228.42,7821.69,16592.99,6667.36,1,0.2907299,0.3069669583333334,0.2325917542428222,1,0.0,3,0.6666666666666666,46-55,0.1825953645294295,0.6,200000,21911.443743531545,High
201,90000,1,1,2,40,0,0,4,0,3,2,47079.96,20471.71,41971.02,23623.88,2171.52,47822.33,12337.05,2846.49,8364.61,5853.68,6476.87,927.2,0,0.5231106666666666,0.3391489259259259,0.2009709271170176,4,1.5,3,-0.3333333333333335,36-45,0.6357901787002129,0.6,90000,34332.6696498115,Severe
4701,360000,1,4,3,22,4,1,2,3,0,4,160239.45,44147.12,8192.63,129336.79,78686.15,174323.23,11788.36,27563.99,53158.64,24832.37,12790.94,12495.9,1,0.4451095833333334,0.275428412037037,0.2397446926830503,4,2.333333333333333,5,0.0,18-25,0.6711655229003245,0.6,360000,144971.75294647008,Severe
3042,50000,2,2,2,30,3,4,4,4,4,3,13837.56,17260.33,7713.57,12442.31,14145.02,22569.53,396.06,6923.46,780.56,4962.83,1366.56,2930.4,1,0.2767512,0.2932277333333333,0.1973422932255612,4,3.6666666666666665,6,0.0,26-35,0.5530663606645716,0.6,50000,16591.990819937146,Severe
3587,90000,2,1,3,54,0,3,0,2,4,4,18997.35,14982.61,3375.33,44518.88,2460.19,12212.49,5467.55,12574.9,4226.04,10235.12,6198.18,10111.15,0,0.2110816666666666,0.1787904629629629,0.5055881160286431,4,2.1666666666666665,4,-2.333333333333333,46-55,0.5261692541729112,0.6,90000,28413.139725337205,Severe
2999,90000,1,4,2,26,1,1,1,3,2,-1,35401.65,31171.58,41714.42,40576.63,50562.99,46939.81,3817.57,5839.24,7132.23,11906.74,6575.94,6266.49,0,0.3933516666666667,0.4562353333333333,0.1686029237347782,3,1.1666666666666667,5,-0.3333333333333332,26-35,0.4413552064884599,0.6,90000,23833.181150376837,Severe
3535,20000,1,3,1,42,0,3,4,3,3,3,8556.34,6664.07,3779.64,8575.27,9277.07,8754.32,1900.68,1654.57,2929.06,779.47,664.53,491.34,0,0.427817,0.3800559166666666,0.1846142815388349,4,2.6666666666666665,5,-0.6666666666666665,36-45,0.5921578300320769,0.6,20000,7105.893960384922,Severe
4757,150000,1,3,1,35,0,3,0,2,0,1,23468.36,59109.31,56421.18,11878.64,36898.91,26440.71,10913.28,20474.57,7835.86,7129.22,163.17,19672.55,1,0.1564557333333333,0.238019011111111,0.3089792874154636,3,1.0,3,0.0,26-35,0.3564521850763507,0.6,150000,32080.69665687157,Severe
80,200000,2,2,2,43,2,3,3,0,4,-1,87393.72,76158.7,4752.63,47099.26,395.52,72821.89,29570.64,23891.51,20588.0,1652.83,27478.09,9158.88,0,0.4369686,0.2405180999999999,0.3892290226806216,4,1.8333333333333333,4,1.6666666666666663,36-45,0.6221351992006344,0.6,200000,74656.22390407612,Severe
4093,90000,1,2,2,52,3,4,1,1,3,4,6893.51,30359.61,33768.03,34391.35,15398.87,33361.45,707.95,5869.21,4037.57,3245.84,10730.9,71.0,0,0.0765945555555555,0.2855052222222222,0.1599663935575674,4,2.6666666666666665,6,0.0,46-55,0.4951747688537838,0.6,90000,26739.43751810433,Severe
350,20000,1,2,1,46,0,-1,3,2,0,-1,9973.82,5937.11,6987.36,132.58,7370.9,9983.46,66.87,926.52,199.14,1462.18,1466.71,1268.53,0,0.498691,0.3365435833333333,0.1334633973856283,3,0.5,2,0.3333333333333333,46-55,0.4650915975670629,0.6,20000,5581.099170804755,Severe
326,50000,1,3,2,38,2,3,-1,1,3,4,2223.38,22236.52,21416.37,2137.59,5698.79,19572.78,1563.81,387.16,1126.4,3215.27,2121.97,4376.63,0,0.0444676,0.2442847666666666,0.1745400142975213,4,2.0,5,-1.3333333333333333,36-45,0.475289892076725,0.6,50000,14258.69676230175,Severe
3094,50000,1,2,2,31,4,0,2,4,4,0,2752.86,4085.43,24349.44,12342.86,2453.61,29746.83,3334.85,1.66,6608.88,5121.25,868.39,7042.78,1,0.0550572,0.2524367666666666,0.3034134092722626,4,2.333333333333333,4,-0.6666666666666665,26-35,0.4369587918608472,0.6,50000,13108.763755825416,Severe
281,50000,2,1,3,52,2,2,3,4,0,2,5180.29,18921.4,7409.55,26976.11,11039.45,29120.1,1567.69,488.4,1159.64,1797.38,5345.76,2012.05,1,0.1036058,0.328823,0.1254060695267667,4,2.1666666666666665,5,0.3333333333333335,46-55,0.4858548667925949,0.6,50000,14575.646003777849,Severe
695,20000,2,4,1,46,1,-1,2,-1,4,1,10546.66,11769.85,6277.68,7588.1,4211.33,7491.57,635.37,356.66,2324.59,677.21,2906.74,925.35,1,0.5273329999999999,0.39904325,0.1634309062990039,4,1.0,4,-0.6666666666666666,46-55,0.6405174307364723,0.6,20000,7686.209168837667,Severe
4641,360000,1,3,2,36,3,4,-1,-1,-1,4,95494.01,16150.68,111335.44,204764.78,4133.96,77083.74,1261.6,37382.06,23302.54,27418.18,27001.66,38424.15,0,0.2652611388888888,0.2356308379629629,0.3041288042750331,4,1.3333333333333333,3,1.3333333333333337,36-45,0.5786474374630327,0.6,360000,124987.84649201506,Severe
3088,50000,2,3,3,61,4,4,1,-1,0,0,11269.68,20922.14,5381.86,9998.19,878.72,14984.34,5384.56,6463.4,4066.25,5103.98,4893.25,3665.41,1,0.2253936,0.2114497666666667,0.4662549481807577,4,1.3333333333333333,3,3.333333333333333,56+,0.4705166442756338,0.6,50000,14115.499328269016,Severe
1643,90000,1,1,3,63,4,2,3,2,4,0,37744.0,32330.3,41932.25,5445.91,35872.65,6793.38,9007.07,4350.97,6204.2,3445.33,12727.12,4975.81,1,0.4193777777777778,0.2965157222222223,0.2542523352549727,4,2.5,5,1.0,56+,0.6069498184985497,0.6,90000,32775.29019892168,Severe
928,50000,2,3,3,47,3,-1,4,1,-1,4,27174.52,23751.75,25335.67,23672.02,10259.36,23777.35,5081.21,4490.66,1167.99,4190.8,7058.42,3951.29,1,0.5434904,0.4465689,0.193627231990405,4,1.6666666666666667,4,0.6666666666666667,46-55,0.6195872748714222,0.6,50000,18587.618246142665,Severe
2428,90000,2,3,1,54,1,-1,2,-1,4,1,40603.6,41873.0,39585.86,34428.46,17596.44,43415.08,5071.96,9263.23,6791.92,5853.88,12952.87,2552.72,1,0.4511511111111111,0.4027822962962963,0.1953384063185682,4,1.0,4,-0.6666666666666666,46-55,0.6240695241063783,0.6,90000,33699.754301744426,Severe
4864,200000,2,3,3,48,0,0,2,4,1,2,112257.42,21745.2,40504.37,72910.65,70592.86,106729.78,25309.43,568.12,8091.36,28954.02,10017.25,27340.0,1,0.5612871,0.3539502333333333,0.236097645365775,4,1.5,4,-1.666666666666667,46-55,0.6864320005058129,0.6,200000,82371.84006069755,Severe
3207,360000,1,2,3,41,2,3,-1,0,4,1,87146.04,172239.29,18068.89,151488.59,54057.78,43883.05,41918.71,43202.67,16497.21,47527.02,5609.8,37635.66,1,0.2420723333333333,0.2439276111111111,0.3651490678283348,4,1.5,4,-0.3333333333333335,36-45,0.5874168717866346,0.6,360000,126882.04430591308,Severe
2969,200000,1,2,3,21,0,0,0,0,2,1,32806.75,8196.63,11280.75,7216.05,73045.61,66485.93,938.39,28753.77,25329.94,9705.53,2421.34,13906.88,0,0.16403375,0.1658597666666666,0.4072509145778372,2,0.5,2,-1.0,18-25,0.2394568687182966,0.6,200000,28734.82424619559,High
1525,150000,1,4,2,34,4,2,3,-1,-1,3,7716.71,8429.18,56313.7,79264.99,3529.88,23836.35,8081.68,5303.83,15425.57,12001.63,10769.98,8406.0,0,0.0514447333333333,0.1989897888888889,0.3349624137609294,4,1.6666666666666667,4,2.6666666666666665,26-35,0.444889910379195,0.6,150000,40040.09193412756,Severe
4869,360000,2,1,3,42,2,4,1,2,2,1,173792.61,112912.03,169615.8,108385.04,49591.42,8129.5,8633.54,15653.82,35360.77,42868.2,2463.0,40274.05,1,0.4827572499999999,0.2881603703703704,0.2333663546404844,4,2.0,6,0.6666666666666667,36-45,0.7150428514947135,0.6,360000,154449.2559228581,Severe
1688,90000,2,2,3,25,-1,-1,2,2,3,0,334.36,11127.12,18648.86,39602.42,39906.69,2761.13,12055.49,10177.05,2777.34,6463.67,8428.76,77.11,1,0.0037151111111111,0.2081121851851852,0.3557502550707604,3,0.8333333333333334,3,-1.6666666666666667,18-25,0.3004877885874374,0.6,90000,16226.34058372162,High
872,50000,1,2,3,41,0,1,1,2,1,4,22434.18,10738.87,22544.47,21222.74,17789.15,20728.29,1938.33,3588.45,1003.19,2791.47,5098.5,6005.07,1,0.4486836,0.384859,0.1769047018951529,4,1.5,5,-1.666666666666667,36-45,0.6279328353189189,0.6,50000,18837.985059567567,Severe
611,360000,1,3,2,33,-1,2,1,2,4,2,41081.88,206061.0,57066.56,42303.55,89498.78,149826.86,34603.3,15214.88,1735.02,25123.39,15237.64,36843.29,0,0.1141163333333333,0.271221587962963,0.2197832532825634,4,1.6666666666666667,5,-2.0,26-35,0.5706212196813518,0.6,360000,123254.18345117198,Severe
4760,200000,1,2,1,36,3,1,2,2,0,3,106340.01,32271.33,116544.76,57291.31,45822.23,16536.83,15063.63,28088.49,27465.71,7928.95,29173.7,18911.23,1,0.53170005,0.312338725,0.3378589222325858,3,1.8333333333333333,5,0.3333333333333332,36-45,0.5311284583874174,0.6,200000,63735.41500649008,Severe
3883,150000,2,1,2,33,4,-1,4,1,4,3,18773.61,33770.05,82169.26,6498.35,24065.3,85455.82,12121.61,15737.16,18870.18,139.21,14666.81,14428.73,0,0.1251574,0.2785915444444444,0.3029672392944526,4,2.5,5,-0.333333333333333,26-35,0.5056227863797212,0.6,150000,45506.05077417492,Severe
3742,50000,2,4,1,33,2,4,2,3,-1,-1,5159.44,21943.03,29039.69,6255.56,23473.97,13574.03,2506.45,618.3,6441.36,4190.03,4629.05,278.13,0,0.1031888,0.3314857333333333,0.1876734363228503,4,1.5,4,2.333333333333333,26-35,0.4485650267226745,0.6,50000,13456.950801680234,Severe
574,20000,2,3,3,51,3,4,1,4,1,3,1707.37,11828.72,11286.49,1978.02,8313.85,6622.91,2872.61,1226.04,835.51,41.77,608.12,722.23,1,0.0853685,0.3478113333333333,0.1510943672527443,4,2.6666666666666665,6,0.0,46-55,0.4697960759026795,0.6,20000,5637.552910832154,Severe
3502,150000,1,1,3,35,3,0,1,4,2,3,60134.7,15370.57,30679.53,69713.84,62702.9,76651.13,20490.43,6297.15,16316.36,6509.97,13710.57,6435.35,1,0.400898,0.3502807444444444,0.2212822812888468,4,2.1666666666666665,5,-1.6666666666666667,26-35,0.6237245643669541,0.6,150000,56135.21079302587,Severe
220,360000,2,4,2,36,4,4,1,-1,0,1,130576.15,207543.46,169601.5,45177.36,146071.32,99868.99,33830.86,51226.89,38711.5,7520.77,12684.93,25397.34,1,0.3627115277777777,0.3698327685185185,0.2120231193583265,4,1.5,4,3.0,36-45,0.608284441507366,0.6,360000,131389.43936559107,Severe
1274,200000,1,3,3,58,-1,3,0,0,3,2,64666.99,68808.14,65957.29,93784.32,38051.58,30348.28,20040.43,7418.1,7851.97,11308.24,5519.39,21273.35,0,0.32333495,0.3013471666666666,0.2030091538939307,3,1.1666666666666667,3,-1.0,56+,0.4368925579276914,0.6,200000,52427.10695132297,Severe
800,90000,1,2,3,39,1,0,1,2,1,2,24076.09,12103.82,11780.23,28449.98,50038.97,12583.45,6472.91,427.37,7609.66,10552.39,11947.23,12371.93,1,0.2675121111111111,0.2574676666666666,0.3551793702395137,2,1.1666666666666667,5,-1.0,36-45,0.281483148950017,0.6,90000,15200.09004330092,High
4923,150000,1,4,3,51,1,1,-1,3,2,2,67933.82,25824.76,36850.33,32058.08,1231.17,17511.89,21183.03,5609.41,3000.27,14439.65,10265.86,3049.03,1,0.4528921333333334,0.2015667222222222,0.3172219510440573,3,1.3333333333333333,5,-2.0,46-55,0.5248400218776724,0.6,150000,47235.60196899052,Severe
2576,50000,2,3,3,26,0,2,-1,2,4,0,27000.13,20912.03,19161.78,24963.44,28040.67,4666.99,4012.68,7472.51,6107.13,5397.92,2599.52,4114.02,1,0.5400026,0.4158168,0.2381159202802772,4,1.1666666666666667,3,-1.6666666666666667,26-35,0.6217523054450518,0.6,50000,18652.569163351556,Severe
1916,150000,1,4,2,60,3,2,0,1,3,3,53952.25,68605.64,2789.01,57777.8,42473.39,58444.76,3801.14,16304.06,4309.52,9637.7,8682.34,14072.77,1,0.3596816666666667,0.3156031666666667,0.1999963385806049,3,2.0,5,-0.6666666666666667,56+,0.4599096780814339,0.6,150000,41391.871027329056,Severe
1513,200000,1,3,2,24,1,2,2,3,0,2,93965.65,64979.79,34443.36,29765.3,32190.74,64696.35,21059.72,25045.29,9954.02,16463.55,20413.3,14215.69,0,0.4698282499999999,0.2667009916666666,0.3348055604967599,3,1.6666666666666667,5,0.0,18-25,0.5109717589957541,0.6,200000,61316.61107949049,Severe
3584,50000,1,4,2,23,1,2,4,1,-1,3,3416.67,20086.51,3055.45,7902.73,1014.5,12075.18,1496.95,1901.06,3407.72,5068.86,7430.0,2596.5,0,0.0683334,0.1585034666666666,0.4605806728938,4,1.6666666666666667,5,1.3333333333333337,18-25,0.4491441895451963,0.6,50000,13474.325686355887,Severe
575,20000,2,4,1,52,4,-1,3,3,2,-1,6364.21,11641.46,8641.28,3325.25,3209.11,910.23,709.44,1763.35,2166.67,1841.52,1836.73,2846.61,0,0.3182105,0.2840961666666666,0.3274806594245962,4,1.6666666666666667,4,0.6666666666666667,46-55,0.5390633774146942,0.6,20000,6468.7605289763305,Severe
4013,200000,2,2,2,55,2,4,3,3,4,3,67959.12,64232.19,100728.02,12286.46,109111.59,75884.91,27658.78,25304.37,11053.39,7948.72,8773.82,2993.79,1,0.3397956,0.3585019083333333,0.1946360397105277,4,3.1666666666666665,6,-0.3333333333333335,46-55,0.6115416051162319,0.6,200000,73384.99261394783,Severe
2941,200000,2,2,1,48,3,3,4,3,1,2,67950.68,105927.44,117405.01,67164.93,35935.43,108702.27,7853.18,6024.95,29026.8,14918.79,8395.62,23866.22,0,0.3397534,0.4192381333333333,0.1790660105346651,4,2.6666666666666665,6,1.3333333333333337,46-55,0.5993865743524913,0.6,200000,71926.38892229895,Severe
2795,20000,1,3,1,22,1,0,2,4,0,0,11552.57,11907.5,4736.38,4158.63,2076.1,10926.67,2234.11,893.15,400.9,1990.84,2610.72,2248.35,1,0.5776285,0.3779820833333333,0.2288042753349199,4,1.1666666666666667,3,-0.3333333333333332,18-25,0.6313118005220625,0.6,20000,7575.74160626475,Severe
3588,200000,2,1,1,46,4,2,-1,4,0,1,83764.07,66255.94,113106.86,27232.24,12807.16,93047.77,13246.8,16238.58,9629.85,28639.55,6090.34,17941.43,1,0.41882035,0.3301783666666666,0.2316590043098927,4,1.6666666666666667,4,0.0,46-55,0.6353233286415557,0.6,200000,76238.79943698668,Severe
2683,90000,2,2,1,58,4,2,4,2,0,3,32002.55,40495.61,50571.04,10611.4,5296.51,16840.2,2066.15,11730.29,6831.0,6056.64,4868.2,1375.58,1,0.3555838888888888,0.2885505740740741,0.2113235044296426,4,2.5,5,1.6666666666666667,56+,0.5895684946025828,0.6,90000,31836.69870853947,Severe
502,150000,1,4,3,30,4,3,1,1,4,4,78852.45,31407.22,89114.21,87931.5,51800.59,36302.33,21842.33,10658.45,801.35,13863.85,21300.17,4210.89,0,0.525683,0.4171203333333333,0.1935946541405717,4,2.833333333333333,6,-0.3333333333333335,26-35,0.6519129978603352,0.6,150000,58672.16980743016,Severe
1574,200000,2,2,3,48,4,4,1,0,-1,4,7163.85,78132.66,29611.29,36504.91,52667.01,735.46,22296.6,20891.5,27131.36,26618.45,6228.16,26059.78,0,0.03581925,0.1706793166666666,0.6309388298269688,4,2.0,4,2.0,46-55,0.4289975926938059,0.6,200000,51479.7111232567,Severe
3991,200000,1,1,2,21,1,4,2,2,-1,3,80681.34,58051.94,13167.03,57504.91,91652.27,28991.72,19742.92,9218.37,13726.32,24200.67,4259.91,15034.13,1,0.4034067,0.2750410083333333,0.2611196069822437,4,1.8333333333333333,5,1.0000000000000002,18-25,0.633735506362559,0.6,200000,76048.26076350707,Severe
2865,20000,1,1,2,31,-1,1,-1,-1,0,0,9028.91,6832.87,1960.66,11380.82,7377.62,4533.13,391.12,2207.72,142.38,482.67,2000.63,1401.98,0,0.4514455,0.3426167499999999,0.1611737702063116,1,-0.3333333333333333,1,0.0,26-35,0.1882170012987169,0.6,20000,2258.604015584603,High
882,360000,1,1,1,64,3,0,2,4,-1,-1,184076.08,163053.82,126162.44,74469.26,195306.58,180652.03,6096.4,3939.69,51591.76,18933.9,52686.84,48566.41,1,0.5113224444444444,0.4276482453703703,0.1968290809616474,4,1.1666666666666667,3,1.0,56+,0.6703765986699044,0.6,360000,144801.34531269936,Severe
1587,200000,1,3,3,45,0,-1,-1,3,1,0,82579.5,90917.44,101886.61,63441.56,111799.41,33285.64,7348.15,8053.43,27186.13,23856.48,20414.32,10514.32,0,0.4128975,0.4032584666666667,0.2012208836450138,3,0.3333333333333333,2,-2.0,36-45,0.4538163389428109,0.6,200000,54457.960673137306,Severe
1236,90000,2,2,3,50,4,0,-1,4,-1,4,13945.48,33300.0,48422.47,48078.64,3721.91,24198.81,2432.01,4327.92,12403.4,11873.48,5052.71,1848.52,1,0.1549497777777777,0.3179024259259259,0.220997463058051,4,1.6666666666666667,3,-1.3333333333333337,46-55,0.4862826344192144,0.6,90000,26259.262258637576,Severe
1627,150000,2,1,1,55,2,4,-1,3,4,0,44840.38,66090.07,38844.73,81856.81,19055.13,65823.01,7682.02,22229.3,8142.91,7318.47,18309.86,17795.51,0,0.2989358666666666,0.3516779222222222,0.2574264210753696,4,2.0,4,-0.6666666666666667,46-55,0.5685571675922213,0.6,150000,51170.14508329992,Severe
3830,20000,2,4,3,32,-1,3,0,-1,3,4,5938.23,3794.34,1318.86,4693.3,5849.71,3375.51,1357.64,2384.84,2660.65,132.58,347.15,1666.59,1,0.2969115,0.2080829166666666,0.3423895522417947,4,1.3333333333333333,3,-1.3333333333333337,26-35,0.5359023493554311,0.6,20000,6430.828192265173,Severe
3439,360000,1,3,2,32,4,-1,0,1,4,3,115348.11,26864.57,209182.53,102169.68,132513.02,174190.11,31138.7,19357.54,28602.91,52562.27,35798.76,17136.39,1,0.3204114166666666,0.3519759351851851,0.2428045967262966,4,1.8333333333333333,4,-1.6666666666666663,26-35,0.6149695281560216,0.6,360000,132833.41808170066,Severe
2696,90000,2,3,1,52,0,3,4,4,-1,0,50454.52,45651.96,14215.51,39397.13,6588.3,41303.85,10769.47,5248.39,9554.02,9603.89,10053.91,9247.12,1,0.5606057777777778,0.3659467962962962,0.2756765846401372,4,1.6666666666666667,3,1.3333333333333337,46-55,0.6263023357625529,0.6,90000,33820.326131177855,Severe
4101,20000,2,4,2,30,3,-1,4,0,2,-1,3597.15,3422.65,3790.04,10972.41,7313.86,8058.06,763.81,1533.13,2023.75,2513.96,670.55,941.96,0,0.1798575,0.3096180833333333,0.2273542915909573,4,1.1666666666666667,3,1.6666666666666667,26-35,0.462713898188373,0.6,20000,5552.566778260476,Severe
3633,20000,2,2,1,40,0,-1,3,-1,3,1,5854.46,8859.08,10745.67,8433.46,11972.1,2967.67,893.01,2187.22,1706.64,1118.04,2901.55,563.7,0,0.292723,0.4069369999999999,0.1918839197877476,3,0.8333333333333334,3,-0.3333333333333333,36-45,0.3782541729099834,0.6,20000,4539.050074919801,Severe
3598,150000,2,3,1,44,-1,1,1,-1,0,-1,76192.1,46365.7,42570.25,13412.01,18025.69,47204.09,2993.98,1258.29,19660.5,22398.26,11484.41,14384.4,0,0.5079473333333334,0.2708553777777777,0.2960983196280557,1,-0.1666666666666666,2,1.0,36-45,0.2297204340055182,0.6,150000,20674.839060496644,High
2678,360000,1,1,2,55,2,2,-1,3,2,2,106695.35,161094.42,46207.5,170435.5,200128.01,185927.9,23747.29,34063.99,37363.24,23213.7,1657.58,15024.32,0,0.2963759722222222,0.4030040185185186,0.1551658546553413,3,1.6666666666666667,5,-1.3333333333333337,46-55,0.4853214574174271,0.6,360000,104829.43480216428,Severe
441,360000,1,2,2,43,3,2,3,2,0,-1,177987.03,196977.46,79518.01,24381.08,16701.1,130191.98,28726.91,41185.12,802.97,6652.65,11988.15,2425.67,1,0.4944084166666667,0.2897021574074074,0.1466727817167778,3,1.5,4,2.333333333333333,36-45,0.5493528265884922,0.6,360000,118660.21054311431,Severe
4285,20000,1,4,3,21,1,-1,-1,2,1,3,10292.54,10089.5,7346.74,4748.38,7685.51,4743.04,2100.37,2111.77,144.68,525.6,2604.8,817.75,0,0.5146270000000001,0.3742142499999999,0.1849424048745694,3,0.8333333333333334,4,-2.333333333333333,18-25,0.4905583030448648,0.6,20000,5886.6996365383775,Severe
746,90000,1,2,1,21,-1,4,1,0,4,-1,37747.13,41125.91,5621.53,7368.71,27436.97,8416.8,8580.88,3264.44,1882.76,10114.11,173.22,7566.87,1,0.4194125555555555,0.2365130555555556,0.2472831935908322,4,1.1666666666666667,3,0.3333333333333332,18-25,0.6061878776366398,0.6,90000,32734.145392378552,Severe
2041,50000,1,2,2,44,2,3,3,1,0,3,23456.2,447.41,23444.94,26990.07,15775.69,21095.13,426.59,300.74,2156.82,5258.76,5741.18,4741.84,0,0.469124,0.3706981333333333,0.1674851523395855,3,2.0,5,1.3333333333333333,36-45,0.4685483453884811,0.6,50000,14056.450361654435,Severe
4888,150000,1,3,1,64,0,3,1,4,-1,4,63811.39,40817.53,87089.36,87736.57,69611.06,66399.39,3576.84,13070.5,21290.29,14203.38,6949.2,18114.21,0,0.4254092666666667,0.4616281111111111,0.1858263975354861,4,1.8333333333333333,4,-1.0000000000000002,56+,0.6018193219000888,0.6,150000,54163.738971008,Severe
1601,50000,2,4,1,26,3,2,4,0,2,4,21727.08,6799.33,26892.34,4454.64,5373.91,26868.81,1830.91,7020.68,6416.19,2174.8,3813.72,7132.23,1,0.4345416,0.3070537,0.3081820324371057,4,2.5,5,1.0,26-35,0.5919310124984954,0.6,50000,17757.930374954864,Severe
1972,360000,1,4,1,53,4,-1,1,2,2,4,46372.85,1160.54,44278.17,131764.82,187140.99,151735.18,8348.38,9659.67,10096.74,23967.41,32079.06,49699.24,1,0.1288134722222222,0.2603946990740741,0.2379765190859211,4,2.0,5,-1.3333333333333333,46-55,0.5696247574094646,0.6,360000,123038.94760044434,Severe
1751,360000,1,3,1,52,2,3,1,0,0,1,73712.6,76073.1,135341.76,125738.5,13474.25,36945.41,6203.32,30507.35,36664.58,38797.17,14536.07,2983.6,0,0.2047572222222222,0.2135581574074073,0.2811535508087158,3,1.1666666666666667,4,1.6666666666666667,46-55,0.4346526289400906,0.6,360000,93884.96785105958,Severe
2355,50000,2,1,3,61,2,-1,4,0,3,1,6101.28,25952.48,24029.51,18118.76,9304.3,7062.33,5050.48,6881.13,6838.87,2271.07,3634.2,4625.84,0,0.1220256,0.3018955333333333,0.3235290220701068,4,1.5,4,0.3333333333333335,56+,0.4681762110620451,0.6,50000,14045.286331861353,Severe
3351,20000,1,4,2,26,0,0,0,-1,1,3,8726.84,7595.49,6706.93,5471.02,4141.37,5579.94,1431.79,1376.49,2190.58,1349.51,508.25,697.34,1,0.436342,0.31851325,0.1976359434549949,3,0.5,2,-1.0,26-35,0.4305957221186386,0.6,20000,5167.148665423664,Severe
2080,20000,1,2,3,34,4,-1,0,1,3,4,6189.26,7479.9,6329.07,5158.07,1748.31,974.84,192.52,1116.02,2056.84,1348.28,1065.58,671.99,0,0.309463,0.23232875,0.2313973195310524,4,1.8333333333333333,4,-1.6666666666666663,26-35,0.5648846428801881,0.6,20000,6778.615714562257,Severe
871,90000,1,1,2,55,-1,-1,3,-1,3,-1,38519.11,29162.36,6454.59,18311.05,27252.67,13214.53,8875.7,9720.96,9281.83,4879.99,9210.81,8656.13,1,0.4279901111111111,0.2461376111111111,0.3808876561146801,3,0.3333333333333333,2,0.0,46-55,0.444918708597755,0.6,90000,24025.61026427877,Severe
1061,200000,2,1,1,41,1,0,3,-1,0,-1,58454.37,86482.94,109119.03,110125.39,10006.08,74906.35,1488.52,3877.89,5724.81,12989.61,15561.72,19415.55,1,0.29227185,0.3742451333333333,0.131504938741577,3,0.3333333333333333,2,2.0,36-45,0.4074337589132067,0.6,200000,48892.051069584806,Severe
3217,20000,2,2,3,46,0,0,1,1,4,2,8394.74,10898.17,5860.87,11538.76,7459.77,10061.3,2216.45,890.2,1684.26,1657.77,1469.04,1952.71,1,0.4197369999999999,0.4517800833333333,0.1820655366798116,4,1.3333333333333333,4,-2.0,46-55,0.588432713586464,0.6,20000,7061.192563037567,Severe
170,20000,2,3,2,21,2,0,0,4,-1,2,2957.7,3782.55,7246.97,11150.19,10285.52,2197.56,387.75,878.11,1197.96,300.45,2783.88,2834.97,1,0.147885,0.3135040833333334,0.2228338865336415,4,1.1666666666666667,3,-1.0,18-25,0.4695218862976306,0.6,20000,5634.262635571567,Severe
2912,20000,2,2,1,47,2,3,3,4,0,0,3953.62,174.35,2197.89,5934.94,902.79,5023.82,911.61,1667.68,766.31,2993.73,2626.39,2387.18,0,0.197681,0.15156175,0.6242175219011393,4,2.0,4,1.3333333333333333,46-55,0.4747726169205982,0.6,20000,5697.271403047178,Severe
1900,90000,2,4,1,57,-1,3,1,-1,2,0,12395.56,30427.42,1029.54,1239.52,43082.39,20506.05,2664.45,13386.44,6821.76,10188.37,13230.83,5555.39,0,0.1377284444444444,0.2012601481481481,0.4770611981102771,3,0.6666666666666666,3,0.6666666666666667,56+,0.3300162301093736,0.6,90000,17820.876425906175,High
2741,50000,1,4,1,27,0,1,3,-1,2,3,259.04,27783.45,24814.55,18593.79,11684.48,6518.93,5637.79,432.32,6888.73,6620.63,6549.96,2364.5,0,0.0051808,0.2988474666666666,0.317820216868717,3,1.3333333333333333,4,0.0,26-35,0.2763824752885084,0.6,50000,8291.474258655251,High
1555,90000,2,4,1,39,3,0,0,2,-1,2,45071.26,3648.99,38988.45,16074.24,26196.31,53607.76,12261.97,12017.33,13487.37,9456.48,5993.65,8134.21,0,0.5007917777777778,0.3399759444444444,0.3341794716303729,3,1.0,3,0.0,36-45,0.4654428105383331,0.6,90000,25133.911769069982,Severe
2193,50000,1,4,1,45,4,-1,-1,-1,4,4,530.42,8347.39,2366.84,8486.02,882.18,5565.56,4465.96,2790.48,1156.86,1251.41,7145.97,2716.6,0,0.0106083999999999,0.0872613666666666,0.7459307116054794,4,1.5,3,-1.666666666666667,36-45,0.3982812304848447,0.6,50000,11948.436914545342,Severe
